Rank,Name,Platform,Year,Publisher,Developer,Critic_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
3218,Sonic Unleashed,PS3,2008,Sega  ,Sonic Team  ,5.3,0.56,0.32,0.01,0.14,1.03
3220,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Atari  ,Spike / Bandai Namco Games  ,7.5,0.32,0.36,0.26,0.08,1.03
3227,Shrek 2,GC,2004,Activision  ,"Luxoflux, Inc.  ",6.9,0.73,0.26,0.01,0.03,1.02
3230,We Ski,Wii,2008,Namco Bandai  ,Bandai Namco Games  ,7.1,0.97,0.41,0.14,0.15,1.68
3231,Bulletstorm,X360,2011,Electronic Arts  ,People Can Fly  ,8.5,0.61,0.32,0.01,0.08,1.02
3247,F1 2012,PS3,2012,Codemasters  ,Codemasters Birmingham  ,7.9,0.12,0.65,0.05,0.18,1.01
3248,EyePet,PS3,2010,Sony Computer Entertainment  ,SCEE London Studio  ,6.9,0.37,0.52,0.04,0.09,1.01
3254,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Namco Bandai  ,CyberConnect2  ,7.3,0.42,0.47,0.15,0.17,1.21
3257,Prince of Persia,X360,2008,Ubisoft  ,Ubisoft Montreal  ,8.2,0.54,0.34,0.02,0.1,1.01
3260,NBA 2K10,X360,2009,2K Sports  ,Visual Concepts  ,8.4,0.91,0.02,0.0,0.08,1.01
3265,Breath of Fire III,PS,1998,Capcom  ,Capcom  ,7.6,0.29,0.19,0.46,0.07,1.0
3267,Rayman Origins,PS3,2011,Ubisoft  ,Ubisoft  ,8.5,0.33,0.5,0.01,0.16,1.0
3307,Demon's Souls,PS3,2009,Atlus  ,From Software  ,9.1,0.97,0.34,0.35,0.17,1.83
3311,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Capcom  ,Capcom  ,8.8,1.06,0.82,0.05,0.28,2.21
3322,Excitebike 64,N64,2000,Nintendo  ,Left Field Productions  ,8.9,0.65,0.15,0.19,0.01,1.0
3328,Final Fantasy Tactics: The War of the Lions,PSP,2007,Square Enix  ,Square Enix  ,8.9,0.45,0.24,0.3,0.16,1.16
3354,Halo Wars,X360,2009,Microsoft Game Studios  ,Ensemble Studios  ,8.1,1.58,0.8,0.04,0.25,2.67
3362,Hyrule Warriors,WiiU,2014,Nintendo  ,Omega Force  ,7.4,0.59,0.44,0.13,0.1,1.26
3370,Killzone 2,PS3,2009,Sony Computer Entertainment  ,Guerrilla Games  ,9.1,1.4,1.07,0.08,0.46,3.02
3371,Knack,PS4,2013,Sony Computer Entertainment  ,SCE Japan Studio  ,8.4,0.45,0.77,0.42,0.23,1.88
3373,Legend of Mana,PS,2000,Square  ,SquareSoft  ,7.8,0.18,0.13,0.73,0.07,1.11
3387,MotorStorm: Pacific Rift,PS3,2008,Sony Computer Entertainment  ,Evolution Studios  ,8.0,0.43,0.66,0.02,0.25,1.36
3397,PaRappa The Rapper,PS,1997,Sony Computer Entertainment  ,NanaOn-Sha  ,9.2,0.26,0.16,1.46,0.03,1.92
3398,Perfect Dark Zero,X360,2005,Microsoft Game Studios  ,Rare Ltd.  ,8.1,0.66,0.02,0.03,0.06,0.77
3401,Pokken Tournament,WiiU,2016,Nintendo  ,Namco Bandai Games  ,7.6,0.68,0.4,0.18,0.11,1.37
3404,Puyo Puyo Tetris,NS,2017,Sega  ,Sonic Team  ,8.3,0.22,0.18,0.12,0.04,0.55
3407,Ratchet & Clank Future: Tools of Destruction,PS3,2007,Sony Computer Entertainment  ,Insomniac Games  ,8.9,0.93,1.1,0.08,0.45,2.57
3419,Scribblenauts,DS,2009,Warner Bros. Interactive  ,5TH Cell  ,8.2,1.67,0.3,0.02,0.18,2.17
3427,Sonic Adventure 2 Battle,GC,2002,Sega  ,Sonic Team  ,6.8,1.7,0.59,0.21,0.07,2.56
3439,Street Fighter Alpha 3,PS,1999,Capcom  ,Capcom  ,8.4,0.38,0.12,0.51,0.02,1.03
3442,Tekken,PS,1995,Namco  ,Namco  ,8.3,0.95,1.3,0.77,0.22,3.24
3454,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Ubisoft  ,Red Storm Entertainment / Ubisoft Paris  ,8.7,0.87,0.05,0.02,0.08,1.02
3467,Valkyria Chronicles,PS3,2008,Sega  ,Sega WOW Overworks  ,8.4,0.71,0.19,0.24,0.12,1.27
3470,Viva Pinata,X360,2006,Microsoft Game Studios  ,Rare Ltd.  ,8.4,0.45,0.95,0.02,0.2,1.62
3475,Xenosaga Episode I: Der Wille zur Macht,PS2,2003,Namco  ,Monolith Soft  ,8.7,0.63,0.49,0.45,0.17,1.74
3484,Tom Clancy's Splinter Cell: Blacklist,X360,2013,Ubisoft  ,Ubisoft Toronto  ,8.4,0.57,0.33,0.01,0.09,1.0
3492,Haze,PS3,2008,Ubisoft  ,Free Radical Design  ,5.6,0.49,0.33,0.02,0.15,0.99
3496,DiRT 2,PS3,2009,Codemasters  ,Codemasters  ,8.8,0.27,0.53,0.0,0.19,0.99
3499,Apollo Justice: Ace Attorney,DS,2008,Capcom  ,Capcom  ,8.0,0.28,0.05,0.64,0.03,0.99
3500,Rocksmith 2014,X360,2013,Ubisoft  ,Ubisoft San Francisco  ,8.4,0.73,0.16,0.0,0.1,0.99
3507,Army of Two: The 40th Day,X360,2010,Electronic Arts  ,EA Montreal  ,7.1,0.65,0.24,0.0,0.09,0.99
3511,Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Ubisoft  ,Ubisoft Toronto  ,8.3,0.34,0.44,0.06,0.15,0.98
3515,Pro Evolution Soccer 2008,PSP,2008,Konami  ,Konami  ,7.8,0.02,0.53,0.19,0.25,0.98
3517,Sniper Elite V2,PS3,2012,505 Games  ,Rebellion Developments  ,7.4,0.38,0.4,0.06,0.15,0.98
3518,Zoo Tycoon DS,DS,2005,THQ  ,Blue Fang Games  ,4.6,0.86,0.03,0.01,0.07,0.98
3527,Suikoden III,PS2,2002,Konami  ,KCET  ,8.6,0.29,0.23,0.38,0.08,0.98
3536,Ridge Racer,PSP,2005,Namco  ,Namco  ,8.8,0.36,0.45,0.32,0.27,1.41
3538,Fire Emblem: The Blazing Blade,GBA,2003,Nintendo  ,Intelligent Systems  ,8.8,0.49,0.18,0.29,0.01,0.97
3554,Dark Cloud 2,PS2,2003,Sony Computer Entertainment  ,Level 5  ,8.6,0.38,0.25,0.26,0.07,0.96
3566,PilotWings Resort,3DS,2011,Nintendo  ,Monster Games  ,6.9,0.4,0.36,0.13,0.07,0.96
3581,Harvest Moon 3D: A New Beginning,3DS,2012,Natsume  ,Marvelous  ,8.2,0.41,0.18,0.31,0.06,0.95
3584,Sonic Unleashed,X360,2008,Sega  ,Sonic Team  ,5.6,0.54,0.32,0.0,0.09,0.95
3589,Tales of Symphonia,GC,2004,Namco  ,Namco Tales Studio  ,8.5,0.54,0.21,0.31,0.04,1.1
3594,Wild ARMs,PS,1997,Sony Computer Entertainment  ,Media.Vision  ,8.9,0.26,0.17,0.46,0.06,0.95
3597,Red Steel,Wii,2006,Ubisoft  ,Ubisoft Paris  ,5.9,0.54,0.03,0.04,0.05,0.67
3600,Lost Planet 2,PS3,2010,Capcom  ,Capcom  ,6.6,0.29,0.34,0.2,0.12,0.95
3601,Driver: San Francisco,PS3,2011,Ubisoft  ,Ubisoft Reflections  ,8.2,0.24,0.53,0.01,0.17,0.95
3604,White Knight Chronicles: International Edition,PS3,2010,Sony Computer Entertainment  ,Level 5  ,6.3,0.34,0.16,0.36,0.09,0.95
3618,Final Fantasy I & II: Dawn of Souls,GBA,2004,Nintendo  ,Square Enix  ,7.1,0.64,0.24,0.29,0.02,1.19
3624,SaGa Frontier 2,PS,2000,Square EA  ,SquareSoft  ,7.4,0.1,0.07,0.71,0.06,0.94
3641,Kingdom Hearts Re:coded,DS,2011,Square Enix  ,High Horse Entertainment  ,6.8,0.53,0.09,0.27,0.05,0.93
3652,Bayonetta,X360,2010,Sega  ,PlatinumGames  ,8.9,0.51,0.25,0.09,0.08,0.93
3657,Operation Flashpoint: Dragon Rising,X360,2009,Codemasters  ,Codemasters  ,7.4,0.36,0.45,0.02,0.1,0.93
3663,Phoenix Wright: Ace Attorney,DS,2005,Capcom  ,Capcom  ,8.1,0.44,0.05,0.39,0.05,0.93
3671,Dante's Inferno,X360,2010,Electronic Arts  ,Visceral Games  ,7.0,0.63,0.2,0.02,0.08,0.92
3681,Xenoblade Chronicles,Wii,2012,Nintendo  ,Monolith Soft  ,9.3,0.43,0.25,0.16,0.07,0.92
3682,Crysis 3,X360,2013,Electronic Arts  ,Crytek  ,7.6,0.51,0.32,0.01,0.08,0.92
3687,Tobal No.1,PS,1996,Sony Computer Entertainment  ,DreamFactory  ,7.7,0.12,0.08,0.66,0.06,0.92
3688,Blue Dragon,X360,2007,Microsoft Game Studios  ,Mistwalker Corporation / Artoon  ,7.7,0.3,0.33,0.21,0.08,0.92
3691,EA Sports Grand Slam Tennis,Wii,2009,EA Sports  ,EA Vancouver  ,7.9,0.28,0.51,0.02,0.11,0.92
3692,Dynasty Warriors 7,PS3,2011,Tecmo Koei  ,Omega Force  ,5.8,0.25,0.14,0.46,0.06,0.91
3695,Crysis 3,PS3,2013,Electronic Arts  ,Crytek  ,8.2,0.26,0.48,0.03,0.14,0.91
3697,Tom Clancy's EndWar,X360,2008,Ubisoft  ,Ubisoft Shanghai  ,8.0,0.58,0.24,0.01,0.09,0.91
3699,Sonic Riders: Zero Gravity,Wii,2008,Sega  ,Sonic Team  ,5.8,0.48,0.32,0.02,0.09,0.91
3700,Colin McRae Rally 2.0,PS,2000,Codemasters  ,Codemasters  ,8.3,0.02,0.8,0.02,0.07,0.91
3708,Operation Flashpoint: Dragon Rising,PS3,2009,Codemasters  ,Codemasters  ,7.3,0.23,0.46,0.05,0.17,0.91
3714,Homefront,PS3,2011,THQ  ,Kaos Studios  ,6.6,0.32,0.4,0.04,0.15,0.9
3715,Lost Odyssey,X360,2008,Microsoft Game Studios  ,Mistwalker Corporation / Feelplus Inc.  ,7.5,0.45,0.26,0.11,0.08,0.9
3722,SOCOM 4: U.S. Navy SEALs,PS3,2011,Sony Computer Entertainment  ,Zipper Interactive  ,7.0,0.66,0.12,0.04,0.09,0.9
3730,Resistance: Retribution,PSP,2009,Sony Computer Entertainment  ,SCEA Bend Studio  ,8.0,0.27,0.36,0.05,0.22,0.9
3741,Spider-Man 3,PS2,2007,Activision  ,Vicarious Visions  ,4.4,0.74,0.03,0.01,0.12,0.9
3755,Pure,PS3,2008,Disney Interactive Studios  ,Black Rock Studio  ,7.0,0.42,0.33,0.0,0.14,0.89
3756,Ni no Kuni II: Revenant Kingdom,PS4,2018,Namco Bandai Games  ,Level 5  ,8.7,0.33,0.31,0.12,0.13,0.89
3759,Fire Emblem: The Sacred Stones,GBA,2005,Nintendo  ,Intelligent Systems  ,8.4,0.42,0.16,0.3,0.02,0.89
3766,Dissidia 012: Duodecim Final Fantasy,PSP,2011,Square Enix  ,Square Enix  ,8.3,0.21,0.13,0.46,0.09,0.89
3768,Resident Evil: Revelations,3DS,2012,Capcom  ,Capcom  ,7.8,0.3,0.23,0.3,0.05,0.89
3776,Samba De Amigo,Wii,2008,Sega  ,Gearbox Software  ,6.7,0.41,0.37,0.01,0.09,0.89
3785,F1 2010,X360,2010,Codemasters  ,Codemasters Birmingham  ,8.4,0.18,0.59,0.01,0.1,0.88
3786,Call of Juarez: Bound in Blood,PS3,2009,Ubisoft  ,Techland  ,7.7,0.35,0.38,0.01,0.15,0.88
3787,The Lord of the Rings: War in the North,X360,2011,Warner Bros. Interactive  ,Snowblind Studios  ,6.6,0.55,0.24,0.0,0.08,0.88
3793,Sonic Chronicles: The Dark Brotherhood,DS,2008,Sega  ,BioWare Corp.  ,7.3,0.5,0.29,0.01,0.08,0.88
3799,WWE SmackDown vs. Raw 2011,X360,2010,THQ  ,JAKKS Pacific  ,7.1,0.44,0.35,0.0,0.08,0.88
3803,Metal Gear Ac!d,PSP,2005,Konami  ,Konami  ,7.4,0.32,0.26,0.12,0.17,0.87
3809,Michael Jackson: The Experience,X360,2011,Ubisoft  ,Ubisoft Montreal  ,5.6,0.62,0.18,0.0,0.07,0.87
3812,Sleeping Dogs,X360,2012,Square Enix  ,United Front Games  ,7.9,0.38,0.4,0.01,0.08,0.87
3818,Super Bomberman R,NS,2017,Konami Digital Entertainment  ,HexaDrive  ,6.3,0.31,0.32,0.19,0.06,0.87
3821,Paper Mario: Color Splash,WiiU,2016,Nintendo  ,Intelligent Systems  ,7.4,0.35,0.37,0.08,0.06,0.87
3826,GRID,X360,2008,Codemasters  ,Codemasters  ,8.7,0.33,0.44,0.01,0.09,0.87
3828,Red Faction: Guerrilla,X360,2009,THQ  ,Volition Inc.  ,8.4,0.48,0.29,0.01,0.09,0.87
3830,Mario Party: Star Rush,3DS,2016,Nintendo  ,"Nd Cube Co., Ltd.  ",6.2,0.25,0.37,0.2,0.05,0.87
3833,Brothers In Arms: Hell's Highway,X360,2008,Ubisoft  ,Gearbox Software  ,7.6,0.47,0.3,0.0,0.09,0.87
3834,Vagrant Story,PS,2000,Square EA  ,SquareSoft  ,9.3,0.3,0.2,0.3,0.06,0.87
3836,Mercenaries 2: World in Flames,PS3,2008,Electronic Arts  ,Pandemic Studios  ,6.0,0.29,0.4,0.02,0.16,0.87
3841,Endless Ocean: Blue World,Wii,2010,Nintendo  ,Arika  ,7.6,0.46,0.22,0.12,0.06,0.87
3844,Wii Fit U,WiiU,2014,Nintendo  ,Nintendo  ,7.2,0.35,0.24,0.21,0.06,0.86
3849,Winning Eleven: Pro Evolution Soccer 2007,PSP,2007,Konami  ,Konami Computer Entertainment Tokyo  ,8.2,0.01,0.72,0.12,0.01,0.86
3871,2010 FIFA World Cup South Africa,X360,2010,EA Sports  ,EA Canada  ,8.4,0.32,0.42,0.02,0.09,0.85
3874,Ninja Gaiden Sigma 2,PS3,2009,Tecmo Koei  ,Team Ninja  ,8.5,0.52,0.16,0.08,0.1,0.85
3875,Street Fighter Alpha 2,PS,1996,Capcom  ,Capcom  ,8.2,0.14,0.09,0.57,0.06,0.85
3878,Dragon Ball Z: Burst Limit,PS3,2008,Atari  ,Dimps Corporation  ,7.3,0.22,0.34,0.18,0.12,0.85
3881,Army of Two: The 40th Day,PS3,2010,Electronic Arts  ,EA Montreal  ,7.1,0.44,0.27,0.01,0.13,0.85
3893,The House of the Dead: Overkill,Wii,2009,Sega  ,Headstrong Games  ,7.9,0.44,0.3,0.02,0.09,0.85
3896,Darksiders II,PS3,2012,THQ  ,Vigil Games  ,8.3,0.35,0.37,0.01,0.13,0.85
3899,Sniper Elite V2,X360,2012,505 Games  ,Rebellion Developments  ,7.0,0.46,0.28,0.02,0.08,0.84
3900,Xenoblade Chronicles X,WiiU,2015,Nintendo  ,Monolith Soft  ,8.1,0.34,0.29,0.15,0.06,0.84
3901,NBA 2K10,PS3,2009,2K Sports  ,Visual Concepts  ,8.2,0.75,0.01,0.01,0.07,0.84
3904,Skate 2,PS3,2009,Electronic Arts  ,EA Black Box  ,8.2,0.46,0.25,0.01,0.12,0.84
3908,ZombiU,WiiU,2012,Ubisoft  ,Ubisoft Montpellier  ,6.9,0.35,0.37,0.05,0.07,0.84
3913,Rogue Galaxy,PS2,2007,Sony Computer Entertainment  ,Level 5  ,8.3,0.24,0.16,0.39,0.05,0.84
3927,Time Crisis 4,PS3,2007,Namco Bandai  ,Bandai Namco Games  ,6.1,0.32,0.32,0.05,0.14,0.83
3932,Stranglehold,X360,2007,Midway Games  ,Midway Games  ,8.0,0.41,0.33,0.01,0.09,0.83
3935,Dragon Age II,PS3,2011,Electronic Arts  ,BioWare Corp.  ,7.7,0.4,0.26,0.05,0.12,0.83
3942,Sniper: Ghost Warrior,PS3,2011,City Interactive  ,City Interactive  ,4.5,0.3,0.35,0.04,0.14,0.83
3949,Dragon Ball: Raging Blast 2,PS3,2010,Namco Bandai  ,Spike  ,6.0,0.43,0.19,0.11,0.1,0.83
3954,Sid Meier's Civilization Revolution,X360,2008,2K Games  ,Firaxis Games  ,8.4,0.58,0.17,0.0,0.07,0.83
3975,The Lord of the Rings: War in the North,PS3,2011,Warner Bros. Interactive  ,Snowblind Studios  ,6.5,0.25,0.43,0.01,0.12,0.82
3976,Patapon,PSP,2008,Sony Computer Entertainment  ,Pyramid/JAPAN Studio  ,8.7,0.33,0.25,0.07,0.17,0.82
3977,The Crew 2,PS4,2018,Ubisoft  ,Ivory Tower  ,6.5,0.22,0.42,0.05,0.12,0.82
3981,Professor Layton vs Ace Attorney,3DS,2014,Nintendo  ,Level 5  ,8.1,0.2,0.27,0.3,0.04,0.82
3988,Tales of Destiny II,PS,2001,Namco  ,Telenet Japan / Wolfteam  ,7.5,0.06,0.04,0.66,0.05,0.81
3994,Shaun White Snowboarding,X360,2008,Ubisoft  ,Ubisoft Montreal  ,6.2,0.48,0.25,0.0,0.08,0.81
4004,Pro Evolution Soccer 2010,X360,2009,Konami  ,Konami  ,7.0,0.12,0.58,0.03,0.08,0.81
4021,Golden Sun: Dark Dawn,DS,2010,Nintendo  ,Camelot Software Planning  ,8.0,0.53,0.1,0.13,0.05,0.81
4031,DiRT 2,X360,2009,Codemasters  ,Codemasters  ,8.8,0.32,0.39,0.0,0.09,0.8
4039,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Ubisoft  ,Ubisoft Paris  ,9.1,1.4,0.02,0.02,0.1,1.54
4045,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Nintendo  ,Sega Sports R&D  ,5.9,0.37,0.23,0.14,0.06,0.8
4052,PES 2009: Pro Evolution Soccer,PSP,2008,Konami  ,Konami  ,7.3,0.04,0.33,0.26,0.17,0.8
4066,Dead Island: Riptide,X360,2013,Deep Silver  ,Techland  ,5.6,0.44,0.27,0.01,0.07,0.79
4068,Ace Combat Zero: The Belkan War,PS2,2006,Namco  ,Namco  ,7.5,0.15,0.12,0.2,0.04,0.51
4069,Darksiders II,X360,2012,THQ  ,Vigil Games  ,8.6,0.45,0.27,0.0,0.07,0.79
4080,The Godfather II,X360,2009,Electronic Arts  ,EA Redwood Shores  ,6.2,0.47,0.23,0.01,0.08,0.79
4088,MadWorld,Wii,2009,Sega  ,PlatinumGames  ,8.1,0.45,0.24,0.02,0.07,0.78
4092,Too Human,X360,2008,Microsoft Game Studios  ,Silicon Knights  ,6.5,0.38,0.3,0.03,0.08,0.78
4102,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Namco Bandai  ,CyberConnect2  ,7.6,0.43,0.27,0.01,0.07,0.78
4104,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Ubisoft  ,Ubisoft Shanghai  ,8.5,0.67,0.04,0.01,0.06,0.78
4106,Sid Meier's Civilization Revolution,PS3,2008,2K Games  ,Firaxis Games  ,8.4,0.49,0.19,0.01,0.09,0.78
4116,Need for Speed: ProStreet,PSP,2008,Electronic Arts  ,EA Black Box  ,5.6,0.24,0.33,0.01,0.19,0.78
4139,Ghost Squad,Wii,2007,Sega  ,Polygon Magic  ,7.0,0.42,0.21,0.08,0.07,0.77
4150,The Sims 3,3DS,2011,Electronic Arts  ,The Sims Studio  ,5.6,0.3,0.38,0.03,0.07,0.77
4153,Dragon Ball: Raging Blast,PS3,2009,Namco Bandai  ,Spike  ,5.6,0.37,0.19,0.11,0.1,0.77
4154,Need for Speed: Undercover,PSP,2008,Electronic Arts  ,Piranha Games  ,5.4,0.23,0.32,0.03,0.19,0.77
4160,Donkey Kong Country 3,GBA,2005,Nintendo  ,Rare Ltd.  ,7.5,0.45,0.17,0.14,0.01,0.77
4163,Pokémon Dash,DS,2005,Nintendo  ,Ambrella  ,5.3,0.21,0.14,0.38,0.04,0.77
4172,Resident Evil: Revelations,PS3,2013,Capcom  ,Capcom  ,7.6,0.14,0.32,0.22,0.09,0.76
4175,Banjo-Kazooie: Nuts & Bolts,X360,2008,Microsoft Game Studios  ,Rare Ltd.  ,8.0,0.32,0.35,0.0,0.08,0.76
4192,PokéPark 2: Wonders Beyond,Wii,2012,Nintendo  ,Creatures Inc.  ,6.5,0.26,0.19,0.27,0.04,0.76
4195,Marvel vs. Capcom 2,PS2,2002,Capcom  ,Capcom  ,8.2,0.31,0.24,0.13,0.08,0.76
4198,Lost Planet 2,X360,2010,Capcom  ,Capcom  ,6.5,0.38,0.24,0.08,0.06,0.76
4202,Kane & Lynch: Dead Men,X360,2007,Eidos Interactive  ,IO Interactive  ,6.8,0.36,0.31,0.01,0.08,0.76
4210,LEGO City Undercover,PS4,2017,Warner Bros. Interactive Entertainment  ,TT Fusion  ,8.0,0.17,0.46,0.01,0.12,0.75
4211,Genji: Days of the Blade,PS3,2006,Sony Computer Entertainment  ,Game Republic  ,5.0,0.18,0.38,0.06,0.14,0.75
4216,Fire Emblem Echoes: Shadows of Valentia,3DS,2017,Nintendo  ,Intelligent Systems  ,8.3,0.34,0.16,0.21,0.05,0.75
4223,Kane & Lynch: Dead Men,PS3,2007,Eidos Interactive  ,IO Interactive  ,6.8,0.29,0.32,0.01,0.13,0.75
4230,Super Street Fighter IV,X360,2010,Capcom  ,Capcom / Dimps Corporation  ,9.2,0.53,0.21,0.07,0.07,0.88
4231,Zone of the Enders,PS2,2001,Konami  ,Konami Computer Entertainment Japan  ,7.5,0.3,0.24,0.13,0.08,0.75
4237,FIFA 19,NS,2018,Electronic Arts  ,EA Sports  ,5.9,0.18,0.47,0.06,0.05,0.75
4242,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Capcom  ,Capcom  ,7.9,0.22,0.17,0.3,0.06,0.75
4248,Turok,X360,2008,Touchstone  ,Propaganda Games  ,6.6,0.46,0.2,0.01,0.07,0.75
4254,Ace Combat: Assault Horizon,PS3,2011,Namco Bandai  ,Project ACES  ,7.5,0.3,0.16,0.22,0.07,0.74
4255,The Godfather II,PS3,2009,Electronic Arts  ,EA Redwood Shores  ,6.4,0.41,0.21,0.01,0.1,0.74
4260,Red Faction: Guerrilla,PS3,2009,THQ  ,Volition Inc.  ,8.6,0.33,0.27,0.02,0.12,0.74
4263,Super Street Fighter IV: Arcade Edition,PS3,2011,Capcom  ,Capcom / Dimps Corporation  ,8.1,0.15,0.05,0.17,0.02,0.38
4272,Tales of Vesperia,X360,2008,Namco Bandai  ,Namco Tales Studio  ,8.1,0.32,0.18,0.19,0.05,0.74
4273,Resonance of Fate,PS3,2010,Sega  ,tri-Ace  ,7.5,0.2,0.22,0.24,0.08,0.74
4274,Sonic Forces,NS,2017,Sega  ,Sonic Team  ,5.4,0.39,0.27,0.01,0.06,0.74
4283,Brink,PS3,2011,Bethesda Softworks  ,Splash Damage  ,7.1,0.29,0.32,0.01,0.12,0.73
4299,Valkyrie Profile 2: Silmeria,PS2,2006,Square Enix  ,tri-Ace  ,8.4,0.04,0.03,0.39,0.01,0.47
4312,Star Ocean: The Last Hope International,PS3,2010,Square Enix  ,tri-Ace  ,8.1,0.28,0.15,0.22,0.07,0.73
4313,Katamari Damacy,PS2,2004,Namco  ,Namco  ,8.5,0.47,0.02,0.17,0.08,0.73
4324,Monster Hunter Generations Ultimate,NS,2018,Capcom  ,Capcom  ,7.7,0.27,0.14,0.27,0.04,0.72
4337,Yakuza 2,PS2,2008,Sega  ,Sega  ,7.9,0.05,0.04,0.84,0.16,1.09
4338,Kirby: Canvas Curse,DS,2005,Nintendo  ,HAL Laboratory  ,8.9,0.36,0.0,0.32,0.03,0.72
4347,Blur,PS3,2010,Activision  ,Bizarre Creations  ,8.3,0.22,0.37,0.02,0.12,0.72
4353,F1 2011,X360,2011,Codemasters  ,Codemasters Birmingham  ,8.5,0.11,0.5,0.01,0.09,0.72
4362,DiRT 3,X360,2011,Codemasters  ,Codemasters  ,9.1,0.23,0.4,0.01,0.07,0.71
4368,Astro Bot Rescue Mission,PS4,2018,Sony Interactive Entertainment  ,SIE Japan Studio  ,8.5,0.22,0.36,0.02,0.11,0.71
4374,God of War: Origins Collection,PS3,2011,Sony Computer Entertainment  ,Ready at Dawn  ,8.6,0.39,0.08,0.02,0.07,0.57
4375,Yu-Gi-Oh! The Falsebound Kingdom,GC,2003,Konami  ,Konami  ,4.4,0.49,0.13,0.07,0.02,0.71
4376,The LEGO Movie Videogame,PS4,2014,Warner Bros. Interactive Entertainment  ,TT Fusion  ,6.0,0.26,0.32,0.01,0.11,0.71
4381,Blast Corps,N64,1997,Nintendo  ,Rare Ltd.  ,9.1,0.39,0.09,0.17,0.06,0.71
4388,Monster Hunter 3 Ultimate,WiiU,2013,Capcom  ,Capcom  ,8.7,0.24,0.2,0.22,0.04,0.71
4390,Valkyrie Profile,PS,2000,Enix  ,tri-Ace  ,8.1,0.07,0.05,0.63,0.05,0.81
4399,Catherine,PS3,2011,Atlus  ,Atlus  ,7.9,0.3,0.15,0.2,0.06,0.71
4402,Plants vs Zombies: Garden Warfare,XOne,2014,Electronic Arts  ,PopCap Games  ,7.6,0.39,0.25,0.0,0.06,0.71
4409,Ace Attorney Investigations: Miles Edgeworth,DS,2010,Capcom  ,Capcom  ,7.7,0.23,0.14,0.3,0.04,0.7
4431,Bravely Second: End Layer,3DS,2016,Nintendo  ,Silicon Studio  ,7.4,0.22,0.11,0.2,0.03,0.56
4433,de Blob,Wii,2008,THQ  ,Blue Tongue  ,8.1,0.49,0.37,0.0,0.1,0.96
4442,Kameo: Elements of Power,X360,2005,Microsoft Game Studios  ,Rare Ltd.  ,7.7,0.28,0.03,0.0,0.03,0.34
4449,Chocobo's Dungeon 2,PS,1999,Square EA  ,SquareSoft  ,6.2,0.04,0.03,0.58,0.05,0.7
4454,Ape Escape: On the Loose,PSP,2005,Sony Computer Entertainment  ,SIMS  ,6.6,0.52,0.01,0.12,0.05,0.7
4458,James Bond 007: Blood Stone,PS3,2010,Activision  ,Bizarre Creations  ,6.2,0.18,0.37,0.02,0.12,0.7
4465,Monster Hunter Stories,3DS,2017,Capcom  ,Marvelous  ,8.1,0.14,0.15,0.39,0.03,0.7
4468,Driver: San Francisco,X360,2011,Ubisoft  ,Ubisoft Reflections  ,8.1,0.25,0.37,0.0,0.07,0.7
4469,Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Nintendo  ,Nintendo EAD  ,6.6,0.37,0.14,0.17,0.01,0.7
4476,Metal Gear Solid: Portable Ops Plus,PSP,2007,Konami  ,Kojima Productions  ,6.9,0.26,0.01,0.26,0.17,0.69
4484,The Evil Within,XOne,2014,Bethesda Softworks  ,Tango Gameworks  ,7.9,0.36,0.27,0.0,0.06,0.69
4486,The Sly Collection,PS3,2010,Sony Computer Entertainment  ,Sanzaru Games  ,8.7,0.52,0.08,0.01,0.08,0.69
4492,Unlimited Saga,PS2,2003,Square Enix  ,SquareSoft  ,4.9,0.1,0.08,0.56,0.03,0.77
4495,Fortnite,NS,2018,Warner Bros. Interactive Entertainment  ,Epic Games  ,8.5,0.38,0.24,0.01,0.06,0.69
4507,Mario Party: The Top 100,3DS,2017,Nintendo  ,"Nd Cube Co., Ltd.  ",5.0,0.23,0.17,0.24,0.04,0.69
4514,Test Drive Unlimited 2,X360,2011,Atari  ,Eden Studios  ,6.8,0.3,0.32,0.0,0.06,0.68
4515,Hot Shots Golf: Open Tee 2,PSP,2008,Sony Computer Entertainment  ,Clap Hanz  ,8.0,0.21,0.11,0.28,0.08,0.68
4518,Rayman Legends,WiiU,2013,Ubisoft  ,Ubisoft Montpellier  ,9.5,0.25,0.35,0.03,0.05,0.68
4531,Bushido Blade 2,PS,1998,Square EA  ,Light Weight  ,7.5,0.25,0.17,0.22,0.04,0.68
4532,Suikoden II,PS,1999,Konami  ,Konami  ,8.5,0.15,0.1,0.38,0.04,0.68
